seed,robot count,iteration_interval,spring_constant,damping_coefficient,iteration,connectivity,converged,moved_distance,sum_consumed_energy,max_consumed_energy
0,4,0.1,0.2,0.1,1762,TRUE,TRUE,194.4306587,547.6126836,197.5227601
0,4,0.1,0.2,0.125,1162,TRUE,TRUE,186.7295968,495.6108358,165.6492869
0,4,0.1,0.2,0.15,1632,TRUE,TRUE,176.6926891,531.9580611,170.0079507
0,4,0.1,0.2,0.175,646,TRUE,TRUE,144.6335243,351.8255005,113.6997564
0,4,0.1,0.2,0.2,1019,TRUE,TRUE,160.9097247,409.0641343,133.9327711
0,4,0.1,0.2,0.225,1573,TRUE,TRUE,171.4602825,512.0708958,157.4248945
0,4,0.1,0.2,0.25,617,TRUE,TRUE,147.500434,347.1501068,112.2645979
0,4,0.1,0.2,0.275,823,TRUE,TRUE,163.0239235,409.3636305,140.3671889
0,4,0.1,0.2,0.3,450,TRUE,TRUE,122.4474246,277.0839368,93.35471023
0,4,0.1,0.2,0.325,606,TRUE,TRUE,137.1292282,325.7796099,104.5783969
0,4,0.1,0.2,0.35,749,TRUE,TRUE,148.5833091,374.5476304,127.7171059
0,4,0.1,0.2,0.375,1080,TRUE,TRUE,149.0295821,410.2846567,128.4095689
0,4,0.1,0.2,0.4,807,TRUE,TRUE,148.4684572,379.4432681,127.8029061
0,4,0.1,0.2,0.425,479,TRUE,TRUE,131.6575329,297.3897781,99.15945431
0,4,0.1,0.2,0.45,468,TRUE,TRUE,119.9849873,273.7244147,96.5964919
0,4,0.1,0.2,0.475,652,TRUE,TRUE,137.0113254,329.1356686,106.2406097
0,4,0.1,0.2,0.5,644,TRUE,TRUE,127.8746588,311.2472056,103.8590235
0,4,0.1,0.2,0.525,458,TRUE,TRUE,125.4790913,283.2054562,94.08521789
0,4,0.1,0.2,0.55,628,TRUE,TRUE,130.1115795,313.6198555,99.13226438
0,4,0.1,0.2,0.575,717,TRUE,TRUE,128.2643679,327.0886426,105.4720828
0,4,0.1,0.2,0.6,876,TRUE,TRUE,152.7900106,393.1869318,130.2941841
0,4,0.1,0.2,0.625,750,TRUE,TRUE,137.8059896,349.4574902,113.7714513
0,4,0.1,0.2,0.65,712,TRUE,TRUE,137.3490829,345.8487048,116.4538022
0,4,0.1,0.2,0.675,467,TRUE,TRUE,116.9923636,267.7966622,94.23492263
0,4,0.1,0.2,0.7,663,TRUE,TRUE,126.8921233,310.2073589,99.79956321
0,4,0.1,0.2,0.725,462,TRUE,TRUE,120.6024791,274.6387952,92.98467269
0,4,0.1,0.2,0.75,470,TRUE,TRUE,118.663793,270.7677889,94.47823038
0,4,0.1,0.2,0.775,777,TRUE,TRUE,137.1635515,352.3274285,117.517473
0,4,0.1,0.2,0.8,432,TRUE,TRUE,112.749275,256.3160476,85.4645828
0,4,0.1,0.2,0.825,825,TRUE,TRUE,136.1779794,354.6262732,120.3282819
0,4,0.1,0.2,0.85,547,TRUE,TRUE,128.0891034,301.1195658,98.99873234
0,4,0.1,0.2,0.875,891,TRUE,TRUE,134.7873355,361.4096044,126.1477722
0,4,0.1,0.2,0.9,549,TRUE,TRUE,122.3885222,290.789866,96.23458945
0,4,0.1,0.2,0.925,544,TRUE,TRUE,124.190481,293.9355015,99.39413269
0,4,0.1,0.2,0.95,908,TRUE,TRUE,130.3435147,354.3532552,119.4253993
0,4,0.1,0.2,0.975,966,TRUE,TRUE,143.0874906,384.361085,125.880579
0,4,0.1,0.2,1,490,TRUE,TRUE,121.1314856,277.2878302,94.5141171
0,4,0.1,0.2,1.025,1019,TRUE,TRUE,146.8173302,398.0511556,133.316192
0,4,0.1,0.2,1.05,957,TRUE,TRUE,127.5602565,351.7794873,115.8381236
0,4,0.1,0.2,1.075,991,TRUE,TRUE,130.7226285,363.9725622,124.5141043
0,4,0.1,0.2,1.1,927,TRUE,TRUE,125.3374803,345.2324467,111.8653716
0,4,0.1,0.2,1.125,485,TRUE,TRUE,120.0564859,273.9749508,89.58782933
0,4,0.1,0.2,1.15,487,TRUE,TRUE,119.4095796,272.9660253,88.59303095
0,4,0.1,0.2,1.175,498,TRUE,TRUE,107.5886785,251.1887128,89.65093003
0,4,0.1,0.2,1.2,528,TRUE,TRUE,121.7635591,280.9254743,95.99872875
0,4,0.1,0.2,1.225,1072,TRUE,TRUE,124.7369616,359.8018792,121.7924264
0,4,0.1,0.2,1.25,1126,TRUE,TRUE,138.6148476,394.3054223,130.6475795
0,4,0.1,0.2,1.275,676,TRUE,TRUE,122.491452,302.4968741,107.8941995
0,4,0.1,0.2,1.3,569,TRUE,TRUE,115.8978826,272.4607878,97.72173621
0,4,0.1,0.2,1.325,545,TRUE,TRUE,113.7776607,265.9945006,90.79729675
