seed,robot count,iteration_interval,spring_constant,damping_coefficient,iteration,connectivity,converged,moved_distance,sum_consumed_energy,max_consumed_energy
0,32,0.1,0.5,0.1,20001,TRUE,FALSE,20091.49209,75832.55856,2946.01406
0,32,0.1,0.5,0.125,20001,TRUE,FALSE,10215.06853,56921.91117,2423.296563
0,32,0.1,0.5,0.15,4994,TRUE,TRUE,4416.563545,19466.85157,702.4776512
0,32,0.1,0.5,0.175,3915,TRUE,TRUE,3776.762077,16452.65536,567.9347251
0,32,0.1,0.5,0.2,3901,TRUE,TRUE,3732.480398,16261.02639,578.1618096
0,32,0.1,0.5,0.225,3351,TRUE,TRUE,3715.812005,15235.6794,531.9282916
0,32,0.1,0.5,0.25,2559,TRUE,TRUE,3660.706499,13712.8366,461.1666696
0,32,0.1,0.5,0.275,2890,TRUE,TRUE,3601.415423,14324.74102,481.0733625
0,32,0.1,0.5,0.3,2730,TRUE,TRUE,3882.346865,14514.90492,484.1176367
0,32,0.1,0.5,0.325,2421,TRUE,TRUE,3470.497746,13160.07823,438.8932109
0,32,0.1,0.5,0.35,2983,TRUE,TRUE,3877.288742,14981.07695,526.001356
0,32,0.1,0.5,0.375,2138,TRUE,TRUE,3378.504377,12677.91034,420.1285183
0,32,0.1,0.5,0.4,2182,TRUE,TRUE,3362.383201,12552.33895,424.2979676
0,32,0.1,0.5,0.425,2246,TRUE,TRUE,3647.674808,13231.5746,453.0988621
0,32,0.1,0.5,0.45,2159,TRUE,TRUE,3481.641886,12831.98761,425.5468255
0,32,0.1,0.5,0.475,2032,TRUE,TRUE,3344.479877,12326.33597,415.8371635
0,32,0.1,0.5,0.5,2017,TRUE,TRUE,3445.20378,12451.42476,417.6164428
0,32,0.1,0.5,0.525,2061,TRUE,TRUE,3487.746154,12615.17346,425.8201549
0,32,0.1,0.5,0.55,1933,TRUE,TRUE,3538.507124,12451.45783,419.9005418
0,32,0.1,0.5,0.575,1796,TRUE,TRUE,3188.349386,11571.83442,384.4046533
0,32,0.1,0.5,0.6,1830,TRUE,TRUE,3355.633048,11981.89987,404.7845708
0,32,0.1,0.5,0.625,1792,TRUE,TRUE,3419.736877,11986.77494,405.4139887
0,32,0.1,0.5,0.65,1853,TRUE,TRUE,3389.714654,12072.35682,413.601076
0,32,0.1,0.5,0.675,1712,TRUE,TRUE,3296.651506,11666.75896,384.6542432
0,32,0.1,0.5,0.7,1706,TRUE,TRUE,3244.426633,11525.16051,386.6445784
0,32,0.1,0.5,0.725,1769,TRUE,TRUE,3278.202792,11680.6639,394.4498649
0,32,0.1,0.5,0.75,1867,TRUE,TRUE,3419.287778,12178.16511,404.0956345
0,32,0.1,0.5,0.775,1854,TRUE,TRUE,3248.045665,11850.1776,409.9175452
0,32,0.1,0.5,0.8,2106,TRUE,TRUE,3383.357402,12485.09821,418.3302893
0,32,0.1,0.5,0.825,1704,TRUE,TRUE,3295.603534,11675.1338,390.2121435
0,32,0.1,0.5,0.85,1874,TRUE,TRUE,3288.948476,11926.54925,401.1220028
0,32,0.1,0.5,0.875,1619,TRUE,TRUE,3225.653173,11339.92009,383.917187
0,32,0.1,0.5,0.9,1510,TRUE,TRUE,3105.794926,10919.39815,374.367449
0,32,0.1,0.5,0.925,1550,TRUE,TRUE,3108.050329,10945.10774,360.8340496
0,32,0.1,0.5,0.95,1811,TRUE,TRUE,3212.526791,11665.81881,390.3701319
0,32,0.1,0.5,0.975,1684,TRUE,TRUE,3259.857294,11547.02544,393.3159957
0,32,0.1,0.5,1,1657,TRUE,TRUE,3215.470971,11389.72479,379.6484419
0,32,0.1,0.5,1.025,1560,TRUE,TRUE,3203.22732,11187.52873,375.1350485
0,32,0.1,0.5,1.05,1729,TRUE,TRUE,3214.692568,11513.6341,378.5862501
0,32,0.1,0.5,1.075,1898,TRUE,TRUE,3354.013678,12141.91143,410.3879201
0,32,0.1,0.5,1.1,1953,TRUE,TRUE,3127.566324,11656.49728,391.2283391
0,32,0.1,0.5,1.125,1603,TRUE,TRUE,3169.230781,11172.68726,377.1004241
0,32,0.1,0.5,1.15,2055,TRUE,TRUE,3239.203249,12105.50437,411.4741822
0,32,0.1,0.5,1.175,3707,TRUE,TRUE,3381.380287,15284.00175,540.7364735
0,32,0.1,0.5,1.2,1729,TRUE,TRUE,3118.649724,11245.39139,373.0473892
0,32,0.1,0.5,1.225,1957,TRUE,TRUE,3246.658426,11957.1586,409.5744477
0,32,0.1,0.5,1.25,1768,TRUE,TRUE,3101.14053,11320.10503,378.3995342
0,32,0.1,0.5,1.275,1716,TRUE,TRUE,3087.352604,11297.94084,373.4525812
0,32,0.1,0.5,1.3,1783,TRUE,TRUE,3099.756029,11329.81432,383.3968716
0,32,0.1,0.5,1.325,1671,TRUE,TRUE,3057.62136,11101.24478,369.4112177
0,32,0.1,0.5,1.35,2301,TRUE,TRUE,3162.217385,12380.71504,426.836313
0,32,0.1,0.5,1.375,1900,TRUE,TRUE,3198.82053,11856.3838,412.8143212
0,32,0.1,0.5,1.4,2370,TRUE,TRUE,3261.977852,12686.39707,426.4593248
0,32,0.1,0.5,1.425,2284,TRUE,TRUE,3018.98591,11930.46713,411.461007
0,32,0.1,0.5,1.45,2231,TRUE,TRUE,3282.4367,12558.59291,433.5578702
0,32,0.1,0.5,1.475,1843,TRUE,TRUE,3108.768407,11509.98434,375.0050841
0,32,0.1,0.5,1.5,2453,TRUE,TRUE,3325.337674,12930.95041,440.3122785
0,32,0.1,0.5,1.525,2071,TRUE,TRUE,3158.558529,11954.75103,408.4442195
0,32,0.1,0.5,1.55,1820,TRUE,TRUE,3145.855586,11558.6706,383.6021827
0,32,0.1,0.5,1.575,2167,TRUE,TRUE,3126.803987,12048.11766,407.8926936
0,32,0.1,0.5,1.6,1902,TRUE,TRUE,3167.199468,11781.96432,399.2962489
0,32,0.1,0.5,1.625,1973,TRUE,TRUE,3126.57161,11683.20978,401.1780614
0,32,0.1,0.5,1.65,2099,TRUE,TRUE,3140.205947,11982.63034,412.8710699
0,32,0.1,0.5,1.675,1860,TRUE,TRUE,3036.4547,11371.95267,389.0782616
